time,H(sa),H(da),H(sp),H(dp),H(flg),H(byt),Flows,Bytes
2016-06-20 13:30:00,4.938015323133639,4.967230208018607,5.841994359428464,5.661114186330102,1.461395562609588,5.898646294232053,188436,7977900754
2016-06-20 14:00:00,5.469367095307457,5.515763783451465,5.789797505773533,5.468542414048633,1.3826711142371237,7.249072790481822,113028,5031552539
2016-06-20 14:30:00,5.658438633722496,5.7225380240473465,5.796678635011131,5.386014856326522,1.4605069540646516,7.588851819737544,93454,4910113905
2016-06-20 15:00:00,4.714816931170078,4.7410751534677384,5.831744166506131,5.64382707472841,1.275466171347218,5.68636205196823,171969,2826078133
2016-06-20 15:30:00,5.271728018579,5.310824598793362,5.794551144173596,5.534106701563787,1.4214823837831094,6.018274830838313,131641,3147091874
2016-06-20 16:00:00,5.219755004168762,5.233530180821926,5.859346615578064,5.613561465034053,1.4430909640650487,6.671457121222272,126280,4140643942
2016-06-20 16:30:00,4.709618472353485,4.7398147645142,5.941420073092532,5.712661156585704,1.2533321228913874,5.773711629316848,193905,6623807360
2016-06-20 17:00:00,3.583777432428835,3.596797588098226,5.9135557518300335,5.789962597773663,0.9605948871017141,3.818844557686573,555834,9273003921
2016-06-20 17:30:00,2.8711290409210006,2.873611628108837,5.869779136333702,5.82025647054522,0.8332306483211923,3.2390401713552204,1167079,10215774429
2016-06-20 18:00:00,3.0286687755782173,3.0300394584882695,5.82124089961496,5.8545814600343995,0.9276270481982588,3.39862415294707,1765565,10789544815
2016-06-20 18:30:00,2.9834402059434577,2.979594338369436,5.813219604702596,5.877593694619699,0.7951809472431216,3.1050719826665545,1608280,11556590888
2016-06-20 19:00:00,2.9542103996043623,2.9528178602328214,5.81743823913347,5.863244532039247,0.8418146501093198,3.0575964283747887,1799826,4670328588
2016-06-20 19:30:00,2.7207602388044796,2.7221796346745393,5.840445055538228,5.823096055753682,0.8163652745128618,3.018025758478223,2052165,4522223160
2016-06-20 20:00:00,2.748411020086677,2.749441626831276,5.820644596868882,5.8312846119202355,0.8089551925952211,3.078464752599149,1821371,3546233840
2016-06-20 20:30:00,2.7924660502049985,2.7985055240892542,5.852443374098073,5.81644882399643,0.7883151310519352,3.072899581305207,1588371,3349008710
2016-06-20 21:00:00,3.2762200870238245,3.2909671878284725,5.883013576477775,5.796601958646702,1.0826480989167244,3.587458645801161,353878,2085486717
2016-06-20 21:30:00,3.4213168656300157,3.4391061299171044,5.883047668898072,5.80579602813137,1.03657409182687,3.4568021976125842,417487,2341007448
2016-06-20 22:00:00,3.2134182020045947,3.2256179503736306,5.902418701049091,5.836640157673586,0.9232993861252778,3.334649307076669,644212,2200531116
2016-06-20 22:30:00,3.9606025424944216,3.9929856574175897,5.8714466832316035,5.726224680058243,1.2623361158237343,4.308622550919518,172604,1669762775
2016-06-20 23:00:00,3.7101796387266175,3.7150205536856236,5.754259805365848,5.733250408337035,1.4607144988820235,4.231838232875817,175324,1668144230
2016-06-20 23:30:00,5.370546520419185,5.469498921251894,5.607521780797446,5.173130501187872,1.8184048954409533,6.149692577443112,52110,1722158067
